NUM_WORKER_THREADS,LOG_NODE,WORKLOAD,ENABLE_ADMISSION_CONTROL,COMMIT_ALG,CONTROLLED_LOCK_VIOLATION,READ_PERC,LOG_LOCAL,DISTRIBUTED,NUM_RPC_SERVER_THREADS,NUM_NODES,NODE_ID,LOG_DEVICE,MAX_NUM_ACTIVE_TXNS,ZIPF_THETA,LOG_REMOTE,PERC_REMOTE,MODE
16,False,YCSB,false,TWO_PC,false,0.5,false,true,16,2,0,LOG_DVC_REDIS,28,0,true,0.5,release
